K,new_K,use_global_prior,learning_rate,avg_corr,median_corr,min_corr,silhouette_avg,dbi,cell_type_column,silhouette_NMF,input_conc,best_elbo,cell_type_accuracy,subtissue_accuracy,age_accuracy,wayp,mean_cell_entropy,overall_cell_total_entropy,Source
100,34,False,0.2,0.8893439615792896,0.8900248706686544,0.8828533962262537,0.0795476490654954,7.151232289119106,cell_ontology_class,,inf,458230073.3978652,0.829471032745592,0.3098236775818639,0.5133501259445844,YES,2.103477193972135,41751.91882315291,BrainOnly
50,46,False,0.2,0.902491593729114,0.9032609226363868,0.8993821932246522,0.090291102897339,6.617198475025647,cell_ontology_class,,inf,490438356.6052784,0.8685138539042822,0.307808564231738,0.4929471032745592,YES,2.258443934848214,44827.853662802205,BrainOnly
50,12,True,0.2,0.9964426293336794,0.9965934458488176,0.9960463861420396,0.0397179308654395,5.1305246940687566,cell_ontology_class,,1.0081332,88239252.79059477,0.8453400503778338,0.3312342569269521,0.5793450881612091,YES,1.194112411393866,23701.93725375685,BrainOnly
20,20,True,0.3,0.9309097061609924,0.9309097061609924,0.9309097061609924,0.103297589378555,6.110212757704804,cell_ontology_class,,inf,538060802.566078,0.8690176322418136,0.3055415617128463,0.4881612090680101,YES,1.9163866818884745,38038.35924880433,BrainOnly
200,15,False,0.3,0.8965493138119573,0.8965493138119573,0.8965493138119573,-0.0018901941860165,8.722494719659316,cell_ontology_class,,inf,438179236.8610076,0.7591939546599497,0.2841309823677582,0.4692695214105793,YES,1.6847152494224893,33439.91298578699,BrainOnly
20,19,True,0.3,0.9939732958432724,0.9939732958432724,0.9939732958432724,0.0552831542751966,4.82779141610737,cell_ontology_class,,1.0142198,87938046.37595706,0.8690176322418136,0.3375314861460957,0.6103274559193954,YES,1.5227218090340238,30224.505187516337,BrainOnly
100,7,True,0.2,0.9983272609912848,0.9983392947964856,0.99824797455645,-0.0756334958569466,6.066980403852092,cell_ontology_class,,0.9822531,88936959.41655757,0.8178841309823678,0.3231738035264483,0.5614609571788413,YES,0.9507711901666894,18871.85735361862,BrainOnly
200,5,True,0.3,0.9898911881280196,0.9898911881280196,0.9898911881280196,-0.1407439129525744,7.90689511160048,cell_ontology_class,,0.97333413,90384818.57107145,0.7455919395465995,0.3060453400503778,0.5090680100755668,YES,1.0174139843653922,20194.65017566867,BrainOnly
200,4,False,0.3,0.9987691324028124,0.9987691324028124,0.9987691324028124,-0.1709919486231877,16.346087004139473,cell_ontology_class,,0.9597704,90342094.2936586,0.739294710327456,0.2929471032745592,0.4508816120906801,YES,0.9166675304204176,18194.93381131487,BrainOnly
50,42,False,0.3,0.8979243547029502,0.8979243547029502,0.8979243547029502,0.0824121544008712,6.2438852423145725,cell_ontology_class,,inf,497358597.1533058,0.8639798488664987,0.3052896725440806,0.5120906801007556,YES,2.218871284533248,44042.37612670044,BrainOnly
