cell_id,psap_expression
L19-MAA000638-3_9_M-1-1,0.48692107
L19-MAA000926-3_9_M-1-1,1.9613136
L1-B003728-3_56_F-1-1,3.524372
L20-B000621-3_56_F-1-1,2.8958786
L20-MAA000560-3_10_M-1-1,3.223276
L20-MAA000641-3_9_M-1-1,2.680218
L20-MAA000902-3_11_M-1-1,2.6994786
L20-MAA000947-3_9_M-1-1,2.4780884
L20-MAA001894-3_39_F-1-1,2.6090338
L21-B000621-3_56_F-1-1,3.2944689
L21-MAA000553-3_10_M-1-1,3.1200278
L21-MAA000925-3_9_M-1-1,2.949881
L21-MAA000930-3_8_M-1-1,2.4319077
L21-MAA000932-3_11_M-1-1,2.2352452
L22-MAA000638-3_9_M-1-1,0.027726106
L22-MAA000926-3_9_M-1-1,2.2032208
L22-MAA001894-3_39_F-1-1,2.768769
L2-B003277-3_39_F-1-1,0.0
L2-MAA000560-3_10_M-1-1,2.4018905
L2-MAA000926-3_9_M-1-1,2.6317866
L2-MAA000942-3_8_M-1-1,2.101497
L2-MAA000944-3_9_M-1-1,0.01872351
L2-MAA000947-3_9_M-1-1,2.8393044
L3-MAA000564-3_10_M-1-1,3.7265832
L3-MAA000944-3_9_M-1-1,0.49698913
L4-B003274-3_38_F-1-1,0.0
L4-MAA000563-3_10_M-1-1,3.2037969
L4-MAA000564-3_10_M-1-1,3.1096678
L4-MAA000926-3_9_M-1-1,2.9652064
L5-MAA000560-3_10_M-1-1,2.9772913
L5-MAA000902-3_11_M-1-1,3.1846068
L5-MAA000935-3_8_M-1-1,2.4529145
L5-MAA000941-3_8_M-1-1,3.0277214
L5-MAA001894-3_39_F-1-1,2.7946312
L6-B003277-3_39_F-1-1,0.022307565
L6-MAA000560-3_10_M-1-1,3.7017245
L6-MAA000578-3_10_M-1-1,2.7156296
L6-MAA000615-3_10_M-1-1,3.0159185
L6-MAA000641-3_9_M-1-1,0.0
L6-MAA000926-3_9_M-1-1,2.9280567
L6-MAA000942-3_8_M-1-1,2.6078458
L6-MAA000944-3_9_M-1-1,3.2476335
L6-MAA001894-3_39_F-1-1,2.9621127
L7-MAA000538-3_8_M-1-1,0.70438284
L7-MAA000560-3_10_M-1-1,2.9918396
L7-MAA000935-3_8_M-1-1,2.617208
L7-MAA000941-3_8_M-1-1,2.9391985
L8-MAA000564-3_10_M-1-1,3.304937
L8-MAA000615-3_10_M-1-1,2.686546
L8-MAA000926-3_9_M-1-1,2.0194435
L8-MAA000930-3_8_M-1-1,2.7926514
L8-MAA000944-3_9_M-1-1,2.8296268
L8-MAA000947-3_9_M-1-1,2.6668975
L9-MAA000560-3_10_M-1-1,2.6082823
L9-MAA000941-3_8_M-1-1,3.1901731
M10-MAA000560-3_10_M-1-1,2.8885446
M10-MAA000581-3_10_M-1-1,2.3289533
M10-MAA000923-3_9_M-1-1,3.3359904
M10-MAA000926-3_9_M-1-1,2.9784718
M10-MAA000941-3_8_M-1-1,3.5850265
M10-MAA000947-3_9_M-1-1,3.5781524
M11-B003277-3_39_F-1-1,3.0303788
M11-MAA000560-3_10_M-1-1,3.3983324
M11-MAA000925-3_9_M-1-1,2.8213305
M11-MAA000926-3_9_M-1-1,2.241085
M11-MAA000935-3_8_M-1-1,3.2411354
M11-MAA000941-3_8_M-1-1,2.7631295
M11-MAA000947-3_9_M-1-1,3.0095148
M12-B003277-3_39_F-1-1,0.0
M12-MAA000560-3_10_M-1-1,3.0102606
M12-MAA000935-3_8_M-1-1,3.2989361
M12-MAA000940-3_8_M-1-1,2.4039757
M12-MAA000942-3_8_M-1-1,2.4542246
M12-MAA001894-3_39_F-1-1,2.688752
M13-MAA000550-3_10_M-1-1,2.9530215
M13-MAA000641-3_9_M-1-1,1.925368
M13-MAA000942-3_8_M-1-1,2.45554
M14-MAA000564-3_10_M-1-1,3.4720044
M14-MAA000902-3_11_M-1-1,3.0097013
M14-MAA000926-3_9_M-1-1,2.1391037
M14-MAA000930-3_8_M-1-1,2.9288287
M15-B003728-3_56_F-1-1,4.780829
M15-MAA000902-3_11_M-1-1,1.1092322
M15-MAA000940-3_8_M-1-1,2.6915295
M15-MAA000941-3_8_M-1-1,2.8623703
M15-MAA000942-3_8_M-1-1,2.5066206
M16-B003728-3_56_F-1-1,0.7928189
M16-MAA000560-3_10_M-1-1,2.5207663
M16-MAA000942-3_8_M-1-1,2.8398452
M16-MAA001894-3_39_F-1-1,3.0359724
M17-MAA000560-3_10_M-1-1,3.2003748
M17-MAA000940-3_8_M-1-1,2.6141841
M17-MAA000942-3_8_M-1-1,2.2157307
M18-B003277-3_39_F-1-1,0.0
M18-B003728-3_56_F-1-1,1.4331672
M18-MAA000564-3_10_M-1-1,2.55146
M18-MAA000923-3_9_M-1-1,2.989993
M18-MAA000925-3_9_M-1-1,2.4781723
M19-B001688-3_38_F-1-1,2.4478452
M19-MAA000578-3_10_M-1-1,2.6658936
M19-MAA000925-3_9_M-1-1,2.476863
M19-MAA000947-3_9_M-1-1,3.3009574
M19-MAA001894-3_39_F-1-1,2.9932234
M1-B003728-3_56_F-1-1,2.7444243
M1-MAA000560-3_10_M-1-1,3.313554
M1-MAA000578-3_10_M-1-1,3.2164981
M1-MAA000930-3_8_M-1-1,2.7335625
M20-MAA000553-3_10_M-1-1,2.6108322
M20-MAA000564-3_10_M-1-1,3.2771175
M20-MAA000925-3_9_M-1-1,2.5201848
M20-MAA000926-3_9_M-1-1,3.3308039
M20-MAA000930-3_8_M-1-1,2.6382582
M20-MAA000940-3_8_M-1-1,2.3943012
M20-MAA000947-3_9_M-1-1,2.4869256
M21-B000404-3_56_F-1-1,0.0
M21-B000621-3_56_F-1-1,3.0745587
M21-B003728-3_56_F-1-1,1.9515804
M21-MAA000550-3_10_M-1-1,1.5127344
M21-MAA000553-3_10_M-1-1,2.5889642
M21-MAA000560-3_10_M-1-1,2.8560781
M21-MAA000564-3_10_M-1-1,3.2706182
M21-MAA000925-3_9_M-1-1,3.611731
M22-B003728-3_56_F-1-1,0.0
M22-MAA000560-3_10_M-1-1,2.0863626
M2-MAA000560-3_10_M-1-1,2.9995692
M2-MAA000902-3_11_M-1-1,2.770085
M2-MAA000930-3_8_M-1-1,2.7462616
M2-MAA000941-3_8_M-1-1,1.0259147
M2-MAA000942-3_8_M-1-1,2.320026
M3-MAA000560-3_10_M-1-1,3.2014925
M3-MAA000581-3_10_M-1-1,2.6694381
M3-MAA000641-3_9_M-1-1,0.13771112
M3-MAA000923-3_9_M-1-1,3.6235464
M3-MAA001894-3_39_F-1-1,2.1415825
M4-MAA000560-3_10_M-1-1,2.397032
M4-MAA000581-3_10_M-1-1,2.796798
M4-MAA000615-3_10_M-1-1,2.7979734
M4-MAA000941-3_8_M-1-1,2.9505715
M4-MAA001894-3_39_F-1-1,2.51439
M5-MAA000641-3_9_M-1-1,1.081738
M6-B003274-3_38_F-1-1,3.0745912
M6-MAA000560-3_10_M-1-1,0.15232615
M6-MAA000563-3_10_M-1-1,0.027943483
M6-MAA000564-3_10_M-1-1,2.9567094
M6-MAA000615-3_10_M-1-1,2.5569608
M7-MAA000563-3_10_M-1-1,2.1448495
M7-MAA000615-3_10_M-1-1,1.8744125
M7-MAA000926-3_9_M-1-1,2.141613
M7-MAA000928-3_9_M-1-1,2.9408212
M7-MAA000947-3_9_M-1-1,2.7408216
M8-MAA000560-3_10_M-1-1,2.85029
M8-MAA000615-3_10_M-1-1,2.796288
M8-MAA000923-3_9_M-1-1,3.0817661
M9-MAA000560-3_10_M-1-1,2.9573126
M9-MAA000902-3_11_M-1-1,2.700784
M9-MAA000926-3_9_M-1-1,2.3203652
M9-MAA000935-3_8_M-1-1,2.8515453
M9-MAA000941-3_8_M-1-1,2.714921
M9-MAA000942-3_8_M-1-1,2.8980725
N10-MAA000560-3_10_M-1-1,3.7765138
N10-MAA000926-3_9_M-1-1,2.247282
N11-B000404-3_56_F-1-1,3.163198
N11-MAA000550-3_10_M-1-1,2.4976063
N11-MAA000930-3_8_M-1-1,2.2796078
N11-MAA000947-3_9_M-1-1,2.666112
N11-MAA001856-3_39_F-1-1,2.7654543
N12-B001688-3_38_F-1-1,0.036804598
N12-MAA000564-3_10_M-1-1,3.2468293
N12-MAA000932-3_11_M-1-1,2.9437618
N12-MAA000942-3_8_M-1-1,2.8644812
N13-MAA000564-3_10_M-1-1,2.7791362
N13-MAA000935-3_8_M-1-1,2.8700948
N13-MAA000942-3_8_M-1-1,2.1876655
N14-MAA000560-3_10_M-1-1,2.2962124
N14-MAA000925-3_9_M-1-1,3.086389
N14-MAA000930-3_8_M-1-1,2.727214
N14-MAA000942-3_8_M-1-1,2.6221473
N15-B003728-3_56_F-1-1,0.27057892
N15-MAA000578-3_10_M-1-1,2.7923353
N15-MAA000926-3_9_M-1-1,3.135578
N15-MAA000928-3_9_M-1-1,3.3154714
N15-MAA000940-3_8_M-1-1,2.3273225
N15-MAA000942-3_8_M-1-1,3.1890163
N15-MAA000947-3_9_M-1-1,3.2391973
N16-MAA000564-3_10_M-1-1,3.260482
N16-MAA000641-3_9_M-1-1,2.420319
N16-MAA000923-3_9_M-1-1,2.8337965
N16-MAA000925-3_9_M-1-1,2.204599
N17-B003277-3_39_F-1-1,0.0
N17-MAA001894-3_39_F-1-1,2.8992467
N18-B003277-3_39_F-1-1,2.2181857
N18-MAA000561-3_10_M-1-1,1.0258722
N18-MAA000923-3_9_M-1-1,2.585658
N18-MAA000926-3_9_M-1-1,2.190171
N18-MAA000942-3_8_M-1-1,2.532542
N18-MAA000944-3_9_M-1-1,2.9485064
N19-B003728-3_56_F-1-1,0.54294634
N19-MAA000563-3_10_M-1-1,2.3006852
N19-MAA000638-3_9_M-1-1,2.9304492
N19-MAA000923-3_9_M-1-1,2.8595116
N19-MAA000944-3_9_M-1-1,3.198625
N19-MAA001854-3_38_F-1-1,1.9840425
N19-MAA001894-3_39_F-1-1,2.5963774
N1-MAA000560-3_10_M-1-1,2.9998991
N1-MAA000581-3_10_M-1-1,2.6474166
N1-MAA000641-3_9_M-1-1,0.13779
N1-MAA000926-3_9_M-1-1,2.7390485
N1-MAA000930-3_8_M-1-1,3.0750418
N1-MAA000942-3_8_M-1-1,3.223899
N20-MAA000578-3_10_M-1-1,2.9672856
N20-MAA000935-3_8_M-1-1,2.7504146
N20-MAA000940-3_8_M-1-1,1.9796892
N20-MAA000947-3_9_M-1-1,2.84749
N21-MAA000560-3_10_M-1-1,3.0150406
N21-MAA000641-3_9_M-1-1,2.3378484
N21-MAA000923-3_9_M-1-1,3.4003444
N21-MAA000926-3_9_M-1-1,1.8449382
N21-MAA000930-3_8_M-1-1,3.3922706
N21-MAA000941-3_8_M-1-1,3.4418938
N21-MAA000947-3_9_M-1-1,2.4368455
N22-MAA000560-3_10_M-1-1,2.9964366
N22-MAA000564-3_10_M-1-1,3.0373714
N22-MAA000947-3_9_M-1-1,3.492741
N22-MAA001856-3_39_F-1-1,2.8628056
N2-B003728-3_56_F-1-1,3.6807523
N2-MAA000641-3_9_M-1-1,0.0
N2-MAA000923-3_9_M-1-1,2.546422
N2-MAA001894-3_39_F-1-1,3.1300914
N3-MAA000560-3_10_M-1-1,3.6600945
N3-MAA000563-3_10_M-1-1,2.5206683
N3-MAA000923-3_9_M-1-1,3.2762218
N3-MAA000932-3_11_M-1-1,0.038035784
N3-MAA000935-3_8_M-1-1,2.9323263
N3-MAA000941-3_8_M-1-1,2.5963893
N3-MAA000942-3_8_M-1-1,2.31557
N4-MAA000560-3_10_M-1-1,3.137121
N4-MAA000902-3_11_M-1-1,2.3154461
N4-MAA000928-3_9_M-1-1,0.0
N4-MAA000941-3_8_M-1-1,2.0848734
N4-MAA000942-3_8_M-1-1,2.0465612
N4-MAA000947-3_9_M-1-1,2.5025623
N4-MAA001894-3_39_F-1-1,2.8345315
N5-B003728-3_56_F-1-1,3.2852104
N5-MAA000563-3_10_M-1-1,0.098856345
N5-MAA000641-3_9_M-1-1,2.9134243
N5-MAA000930-3_8_M-1-1,3.2728179
N5-MAA000935-3_8_M-1-1,3.2254055
N5-MAA001854-3_38_F-1-1,0.0865646
N6-MAA000560-3_10_M-1-1,2.8503888
N6-MAA000926-3_9_M-1-1,3.2318244
N6-MAA000947-3_9_M-1-1,2.6766531
N6-MAA001894-3_39_F-1-1,2.9112725
N7-MAA000560-3_10_M-1-1,2.8706086
N7-MAA000563-3_10_M-1-1,3.0158179
N7-MAA000615-3_10_M-1-1,2.4509792
N7-MAA000926-3_9_M-1-1,2.2504895
N7-MAA000941-3_8_M-1-1,2.6067328
N7-MAA001894-3_39_F-1-1,3.094077
N8-MAA000560-3_10_M-1-1,2.8623679
N8-MAA000564-3_10_M-1-1,3.1739843
N9-MAA000560-3_10_M-1-1,3.4599168
N9-MAA000615-3_10_M-1-1,2.3365073
N9-MAA000641-3_9_M-1-1,0.0
N9-MAA000932-3_11_M-1-1,0.0
N9-MAA000935-3_8_M-1-1,2.3111913
N9-MAA000942-3_8_M-1-1,2.8528128
O10-MAA000424-3_11_M-1-1,2.3247728
O10-MAA000560-3_10_M-1-1,2.855421
O10-MAA000930-3_8_M-1-1,2.5623345
O11-MAA000550-3_10_M-1-1,2.9644544
O11-MAA000560-3_10_M-1-1,3.29701
O11-MAA000930-3_8_M-1-1,2.0877464
O11-MAA000940-3_8_M-1-1,2.1560793
O12-B000621-3_56_F-1-1,2.6610303
O12-B003274-3_38_F-1-1,1.816312
O12-MAA000560-3_10_M-1-1,2.7406406
O12-MAA000564-3_10_M-1-1,3.046527
O12-MAA001894-3_39_F-1-1,2.3969936
O14-MAA000538-3_8_M-1-1,2.1195006
O14-MAA000560-3_10_M-1-1,2.9312944
O14-MAA000926-3_9_M-1-1,0.17449826
O14-MAA000947-3_9_M-1-1,2.467832
O15-B001688-3_38_F-1-1,1.9991091
O15-MAA000923-3_9_M-1-1,3.1180189
O15-MAA000941-3_8_M-1-1,2.9569886
O15-MAA000947-3_9_M-1-1,3.025721
O16-MAA000942-3_8_M-1-1,2.7719834
O17-B003274-3_38_F-1-1,1.2225341
O17-MAA000561-3_10_M-1-1,2.9835453
O17-MAA000935-3_8_M-1-1,2.5459025
O18-MAA000560-3_10_M-1-1,3.7560458
O18-MAA000940-3_8_M-1-1,2.0766728
O18-MAA000941-3_8_M-1-1,3.2795415
O18-MAA001894-3_39_F-1-1,2.1372068
O19-MAA000538-3_8_M-1-1,0.03904497
O19-MAA000925-3_9_M-1-1,2.516221
O19-MAA000930-3_8_M-1-1,2.6052334
O1-MAA000563-3_10_M-1-1,3.6451724
O1-MAA000564-3_10_M-1-1,2.7451491
O1-MAA001894-3_39_F-1-1,2.1580682
O20-MAA000560-3_10_M-1-1,2.6969903
O20-MAA000923-3_9_M-1-1,3.4494138
O20-MAA000941-3_8_M-1-1,3.1400476
O21-MAA000560-3_10_M-1-1,2.8884814
O21-MAA000923-3_9_M-1-1,3.185166
O22-B003277-3_39_F-1-1,0.0
O22-MAA000563-3_10_M-1-1,2.6987824
O22-MAA000578-3_10_M-1-1,2.412771
O2-MAA000560-3_10_M-1-1,3.0467558
O2-MAA001894-3_39_F-1-1,2.456966
O3-MAA000550-3_10_M-1-1,3.5183103
O3-MAA000563-3_10_M-1-1,2.9973743
O3-MAA000935-3_8_M-1-1,2.5718083
O3-MAA000941-3_8_M-1-1,3.1584291
O3-MAA000947-3_9_M-1-1,2.9927013
O4-MAA000560-3_10_M-1-1,2.7338963
O4-MAA000564-3_10_M-1-1,2.6195762
O4-MAA000926-3_9_M-1-1,2.3518164
O4-MAA000941-3_8_M-1-1,3.1198394
O4-MAA001894-3_39_F-1-1,2.399732
O5-B001688-3_38_F-1-1,2.3602972
O5-MAA000930-3_8_M-1-1,2.7133796
O6-B003277-3_39_F-1-1,0.0
O6-MAA000560-3_10_M-1-1,0.53667593
O6-MAA000578-3_10_M-1-1,3.1103833
O6-MAA000615-3_10_M-1-1,1.3285844
O6-MAA000926-3_9_M-1-1,2.9200153
O7-MAA000560-3_10_M-1-1,3.068926
O7-MAA000563-3_10_M-1-1,3.1041274
O7-MAA000641-3_9_M-1-1,4.346451
O7-MAA000902-3_11_M-1-1,3.5982475
O7-MAA000923-3_9_M-1-1,2.914378
O8-MAA000560-3_10_M-1-1,2.9074035
O8-MAA000581-3_10_M-1-1,2.5878484
O8-MAA000641-3_9_M-1-1,1.6602404
O8-MAA000925-3_9_M-1-1,3.2366571
O8-MAA000926-3_9_M-1-1,2.7721112
O8-MAA000930-3_8_M-1-1,2.2376091
O8-MAA001894-3_39_F-1-1,3.038743
O9-B001688-3_38_F-1-1,2.6415892
O9-B003728-3_56_F-1-1,2.4542952
O9-MAA000564-3_10_M-1-1,2.532072
O9-MAA000940-3_8_M-1-1,2.043935
O9-MAA000942-3_8_M-1-1,2.1757247
P10-MAA000930-3_8_M-1-1,2.6812015
P10-MAA001854-3_38_F-1-1,0.2746295
P10-MAA001894-3_39_F-1-1,2.5590792
P11-B001688-3_38_F-1-1,1.2296525
P11-MAA000560-3_10_M-1-1,2.9064162
P11-MAA000923-3_9_M-1-1,3.0326018
P11-MAA000942-3_8_M-1-1,2.6555681
P11-MAA000947-3_9_M-1-1,2.7090044
P12-MAA000564-3_10_M-1-1,3.061902
P12-MAA000925-3_9_M-1-1,2.0328345
P12-MAA000941-3_8_M-1-1,2.105351
P13-MAA000926-3_9_M-1-1,2.378451
P13-MAA000930-3_8_M-1-1,3.1120806
P13-MAA000932-3_11_M-1-1,1.8656716
P13-MAA000940-3_8_M-1-1,1.6305184
P13-MAA000942-3_8_M-1-1,2.074775
P13-MAA000947-3_9_M-1-1,2.7086666
P14-B003728-3_56_F-1-1,2.939324
P14-MAA000578-3_10_M-1-1,2.2286823
P14-MAA000581-3_10_M-1-1,0.0
P14-MAA000926-3_9_M-1-1,1.7601041
P14-MAA000928-3_9_M-1-1,2.7238019
P14-MAA000935-3_8_M-1-1,2.5788124
P14-MAA000942-3_8_M-1-1,2.4497137
P14-MAA001894-3_39_F-1-1,2.2179832
P15-MAA000560-3_10_M-1-1,2.3662517
P15-MAA000925-3_9_M-1-1,2.5648844
P15-MAA001894-3_39_F-1-1,2.0816784
P16-MAA000564-3_10_M-1-1,2.640991
P16-MAA000926-3_9_M-1-1,1.0333239
P17-MAA000902-3_11_M-1-1,3.0646448
P17-MAA000926-3_9_M-1-1,2.1633923
P17-MAA000942-3_8_M-1-1,2.7755806
P18-B001688-3_38_F-1-1,2.3959658
P18-MAA000550-3_10_M-1-1,3.1636186
P18-MAA000560-3_10_M-1-1,3.0414891
P18-MAA000641-3_9_M-1-1,0.20888577
P18-MAA000923-3_9_M-1-1,2.9061852
P18-MAA000925-3_9_M-1-1,3.3227239
P18-MAA000926-3_9_M-1-1,1.6070354
P18-MAA000930-3_8_M-1-1,2.2401953
P18-MAA000941-3_8_M-1-1,3.0868487
P19-MAA000928-3_9_M-1-1,2.3992243
P1-B003277-3_39_F-1-1,2.913266
P1-B003728-3_56_F-1-1,2.752389
P1-MAA000930-3_8_M-1-1,2.8497899
P1-MAA000940-3_8_M-1-1,0.9723197
P20-B003728-3_56_F-1-1,4.9611564
P20-MAA000564-3_10_M-1-1,3.1650374
P20-MAA000940-3_8_M-1-1,3.3306112
P21-MAA000560-3_10_M-1-1,3.3325725
P21-MAA000935-3_8_M-1-1,3.2787492
P21-MAA000947-3_9_M-1-1,3.0496042
P21-MAA001854-3_38_F-1-1,1.2620535
P22-MAA000560-3_10_M-1-1,2.7917187
P22-MAA000641-3_9_M-1-1,2.5770965
P22-MAA000941-3_8_M-1-1,2.2964811
P2-MAA000560-3_10_M-1-1,2.9140215
P2-MAA000641-3_9_M-1-1,0.2563812
P2-MAA000926-3_9_M-1-1,2.8038304
P2-MAA000930-3_8_M-1-1,3.125515
P2-MAA000942-3_8_M-1-1,1.9304796
P2-MAA001894-3_39_F-1-1,1.7500956
P3-MAA000560-3_10_M-1-1,3.092287
P3-MAA000941-3_8_M-1-1,1.8388739
P3-MAA001894-3_39_F-1-1,2.3143528
P4-MAA000641-3_9_M-1-1,0.0
P4-MAA000935-3_8_M-1-1,2.87723
P4-MAA000940-3_8_M-1-1,1.9585822
P5-MAA000641-3_9_M-1-1,0.0
P5-MAA000935-3_8_M-1-1,2.8438494
P5-MAA000947-3_9_M-1-1,2.6128542
P6-B003274-3_38_F-1-1,1.0994797
P6-MAA000902-3_11_M-1-1,3.0891793
P6-MAA000928-3_9_M-1-1,0.0
P6-MAA000941-3_8_M-1-1,1.9127071
P7-MAA000560-3_10_M-1-1,2.691613
P7-MAA000926-3_9_M-1-1,2.953182
P7-MAA000935-3_8_M-1-1,3.2528493
P8-B001688-3_38_F-1-1,1.9327729
P8-MAA000564-3_10_M-1-1,2.2379346
P9-MAA000560-3_10_M-1-1,2.1252923
P9-MAA000564-3_10_M-1-1,2.590164
P9-MAA000935-3_8_M-1-1,2.472309
A20-MAA000561-3_10_M-1-1,2.3504417
A20-MAA000926-3_9_M-1-1,2.6104825
A22-MAA001895-3_38_F-1-1,1.0420066
A3-MAA000564-3_10_M-1-1,2.6482441
A3-MAA001895-3_38_F-1-1,1.8121005
B12-MAA001845-3_39_F-1-1,1.8214467
B13-MAA000561-3_10_M-1-1,2.5715451
B16-MAA000561-3_10_M-1-1,3.056057
B17-MAA000581-3_10_M-1-1,0.012537797
B18-B003275-3_38_F-1-1,2.7323914
B18-MAA000561-3_10_M-1-1,2.3413258
B18-MAA000581-3_10_M-1-1,2.0185597
B19-MAA000561-3_10_M-1-1,3.0560422
B19-MAA000581-3_10_M-1-1,3.3205476
B20-MAA000561-3_10_M-1-1,2.3984601
B20-MAA000581-3_10_M-1-1,3.2556045
B3-MAA001895-3_38_F-1-1,1.7082324
B4-B003275-3_38_F-1-1,2.3878677
B8-MAA001895-3_38_F-1-1,1.4974508
C15-MAA000926-3_9_M-1-1,2.600456
C16-MAA001895-3_38_F-1-1,1.7488618
C17-MAA000561-3_10_M-1-1,1.6764491
C17-MAA000581-3_10_M-1-1,2.8928878
C18-MAA001895-3_38_F-1-1,1.5616697
C19-MAA000561-3_10_M-1-1,2.404308
C19-MAA000941-3_8_M-1-1,2.735622
C19-MAA001895-3_38_F-1-1,1.0553155
C1-MAA001895-3_38_F-1-1,0.74895626
C20-MAA000581-3_10_M-1-1,2.254275
C21-MAA001895-3_38_F-1-1,0.9730116
C22-MAA000581-3_10_M-1-1,2.4133825
C2-MAA000932-3_11_M-1-1,2.024582
C3-MAA000641-3_9_M-1-1,2.6469383
C3-MAA000926-3_9_M-1-1,1.3331964
C4-B003290-3_38_F-1-1,2.2939427
C6-MAA000941-3_8_M-1-1,1.4277381
C7-MAA000926-3_9_M-1-1,2.2229922
C8-B003290-3_38_F-1-1,2.9330776
C9-MAA001895-3_38_F-1-1,2.0967438
D12-MAA001895-3_38_F-1-1,1.384286
D15-MAA000561-3_10_M-1-1,1.4554943
D16-MAA001895-3_38_F-1-1,2.3126974
D17-B003290-3_38_F-1-1,2.7903385
D17-MAA000560-3_10_M-1-1,2.1489792
D17-MAA000561-3_10_M-1-1,2.9832
D19-MAA000923-3_9_M-1-1,2.9230583
E13-B003275-3_38_F-1-1,1.572146
E13-MAA000926-3_9_M-1-1,1.2381055
E14-MAA000581-3_10_M-1-1,2.4540577
E14-MAA000641-3_9_M-1-1,2.5700645
E16-MAA000581-3_10_M-1-1,2.5949144
E17-B003290-3_38_F-1-1,2.8066678
E17-MAA001895-3_38_F-1-1,2.4935606
E20-MAA000561-3_10_M-1-1,2.756875
E22-MAA000941-3_8_M-1-1,3.3607037
E22-MAA001895-3_38_F-1-1,2.086624
F12-MAA000581-3_10_M-1-1,1.9970524
F12-MAA000926-3_9_M-1-1,2.7795086
F15-MAA000581-3_10_M-1-1,2.0826688
F17-MAA000581-3_10_M-1-1,0.017685158
F18-MAA000561-3_10_M-1-1,2.3726635
F19-MAA000561-3_10_M-1-1,1.0632255
F19-MAA000581-3_10_M-1-1,2.6496253
F4-MAA000563-3_10_M-1-1,2.8703897
F4-MAA000932-3_11_M-1-1,2.7732656
F8-B000621-3_56_F-1-1,2.7760704
F9-B003290-3_38_F-1-1,2.1530833
G14-MAA000615-3_10_M-1-1,2.5668755
G18-B003275-3_38_F-1-1,2.4418607
G18-MAA000581-3_10_M-1-1,1.6642451
G19-MAA000581-3_10_M-1-1,0.0
G22-B003275-3_38_F-1-1,2.2742152
G4-MAA000932-3_11_M-1-1,2.832893
G6-MAA000581-3_10_M-1-1,2.2254176
H11-MAA000923-3_9_M-1-1,1.7814869
H13-MAA000561-3_10_M-1-1,1.9844984
H15-MAA000581-3_10_M-1-1,2.723954
H16-MAA000561-3_10_M-1-1,1.5877845
H18-MAA000581-3_10_M-1-1,0.72472876
H22-MAA000561-3_10_M-1-1,2.25625
H22-MAA000581-3_10_M-1-1,2.67994
H4-MAA000941-3_8_M-1-1,1.7649832
I12-MAA000581-3_10_M-1-1,2.882926
I13-MAA000615-3_10_M-1-1,2.590823
I14-B003275-3_38_F-1-1,2.0491738
I15-MAA000581-3_10_M-1-1,2.50667
I15-MAA000944-3_9_M-1-1,2.2071943
I18-MAA000581-3_10_M-1-1,1.2290276
I19-MAA000581-3_10_M-1-1,2.7299361
I1-MAA000932-3_11_M-1-1,2.1871972
I20-MAA000561-3_10_M-1-1,2.2955613
I6-MAA000564-3_10_M-1-1,3.0307388
J10-MAA000932-3_11_M-1-1,2.3386478
J11-MAA000941-3_8_M-1-1,2.0126805
J13-MAA000941-3_8_M-1-1,2.564459
J15-MAA000581-3_10_M-1-1,2.3544872
J18-MAA000561-3_10_M-1-1,2.1364856
J1-MAA000932-3_11_M-1-1,2.5471122
J20-MAA000561-3_10_M-1-1,0.48619062
J22-MAA000561-3_10_M-1-1,1.5295005
J4-MAA000926-3_9_M-1-1,2.2600622
J9-MAA000638-3_9_M-1-1,0.62692046
K14-MAA000932-3_11_M-1-1,1.6448665
K16-MAA000581-3_10_M-1-1,2.9122083
K21-MAA000930-3_8_M-1-1,1.417452
K22-MAA000564-3_10_M-1-1,2.5669298
L10-MAA000564-3_10_M-1-1,2.5758095
L12-MAA000581-3_10_M-1-1,2.6464581
L16-MAA000561-3_10_M-1-1,2.883715
L1-MAA000932-3_11_M-1-1,1.9459866
L3-MAA000932-3_11_M-1-1,1.9809484
L8-MAA000932-3_11_M-1-1,0.90716565
L9-MAA000944-3_9_M-1-1,2.3974771
M12-MAA000581-3_10_M-1-1,2.6013637
M14-MAA000561-3_10_M-1-1,2.8987825
M15-MAA000561-3_10_M-1-1,2.443382
M21-MAA000424-3_11_M-1-1,2.0869253
M21-MAA001894-3_39_F-1-1,0.0783489
M22-MAA000561-3_10_M-1-1,2.3682694
M22-MAA000926-3_9_M-1-1,2.4622695
M3-MAA000564-3_10_M-1-1,0.17033209
M3-MAA000932-3_11_M-1-1,2.3633447
M4-MAA000947-3_9_M-1-1,1.4848462
M6-MAA000932-3_11_M-1-1,1.8639543
M7-MAA000932-3_11_M-1-1,2.8924937
N10-MAA000581-3_10_M-1-1,2.446341
N13-MAA000553-3_10_M-1-1,2.2277222
N13-MAA000615-3_10_M-1-1,1.3979551
N17-MAA000564-3_10_M-1-1,2.8274124
O11-MAA000553-3_10_M-1-1,2.1651561
O12-MAA000581-3_10_M-1-1,2.176023
O19-MAA000941-3_8_M-1-1,2.6910183
O20-MAA000561-3_10_M-1-1,2.8422453
O20-MAA000581-3_10_M-1-1,1.9638704
O21-MAA000561-3_10_M-1-1,2.3991437
O22-MAA000561-3_10_M-1-1,2.6559541
O6-MAA000932-3_11_M-1-1,1.3712409
O8-MAA000932-3_11_M-1-1,1.7870588
P10-MAA000932-3_11_M-1-1,1.2288073
P11-MAA000563-3_10_M-1-1,1.9249629
P11-MAA000581-3_10_M-1-1,1.5895078
