,cell_id_index,cell_type,junction_id_index,junc_count,cluster_count,junction_id,Cluster,gene_id,junc_ratio
854446,2052,Brain_Non-Myeloid_oligodendrocyte,549,198.0,243,10_60296002_60299097,5903,Psap,0.8148148148148148
854447,2053,Brain_Non-Myeloid_oligodendrocyte,549,114.0,122,10_60296002_60299097,5903,Psap,0.9344262295081968
854448,2054,Brain_Non-Myeloid_oligodendrocyte,549,165.0,252,10_60296002_60299097,5903,Psap,0.6547619047619048
854449,2055,Brain_Non-Myeloid_oligodendrocyte,549,68.0,70,10_60296002_60299097,5903,Psap,0.9714285714285714
854450,2056,Brain_Non-Myeloid_oligodendrocyte,549,751.0,811,10_60296002_60299097,5903,Psap,0.9260172626387176
854451,2058,Brain_Non-Myeloid_oligodendrocyte,549,172.0,199,10_60296002_60299097,5903,Psap,0.864321608040201
854452,2059,Brain_Non-Myeloid_oligodendrocyte,549,71.0,113,10_60296002_60299097,5903,Psap,0.6283185840707964
854453,2060,Brain_Non-Myeloid_oligodendrocyte,549,158.0,195,10_60296002_60299097,5903,Psap,0.8102564102564103
854454,2061,Brain_Non-Myeloid_oligodendrocyte,549,22.0,30,10_60296002_60299097,5903,Psap,0.7333333333333333
854455,2062,Brain_Non-Myeloid_oligodendrocyte,549,52.0,56,10_60296002_60299097,5903,Psap,0.9285714285714286
854456,2063,Brain_Non-Myeloid_oligodendrocyte,549,1144.0,1384,10_60296002_60299097,5903,Psap,0.8265895953757225
854457,2064,Brain_Non-Myeloid_oligodendrocyte,549,96.0,131,10_60296002_60299097,5903,Psap,0.732824427480916
854458,2065,Brain_Non-Myeloid_oligodendrocyte,549,42.0,59,10_60296002_60299097,5903,Psap,0.711864406779661
854459,2066,Brain_Non-Myeloid_oligodendrocyte,549,112.0,122,10_60296002_60299097,5903,Psap,0.9180327868852459
854460,2067,Brain_Non-Myeloid_oligodendrocyte,549,29.0,67,10_60296002_60299097,5903,Psap,0.43283582089552236
854461,2068,Brain_Non-Myeloid_oligodendrocyte,549,15.0,18,10_60296002_60299097,5903,Psap,0.8333333333333334
854462,2069,Brain_Non-Myeloid_oligodendrocyte,549,150.0,150,10_60296002_60299097,5903,Psap,1.0
854463,2070,Brain_Non-Myeloid_oligodendrocyte,549,104.0,142,10_60296002_60299097,5903,Psap,0.7323943661971831
854464,2071,Brain_Non-Myeloid_oligodendrocyte,549,59.0,68,10_60296002_60299097,5903,Psap,0.8676470588235294
854465,2072,Brain_Non-Myeloid_oligodendrocyte,549,25.0,57,10_60296002_60299097,5903,Psap,0.43859649122807015
854466,2073,Brain_Non-Myeloid_oligodendrocyte,549,18.0,26,10_60296002_60299097,5903,Psap,0.6923076923076923
854467,2074,Brain_Non-Myeloid_oligodendrocyte,549,1032.0,1583,10_60296002_60299097,5903,Psap,0.6519267214150347
854468,2075,Brain_Non-Myeloid_oligodendrocyte,549,4.0,4,10_60296002_60299097,5903,Psap,1.0
854469,2076,Brain_Non-Myeloid_oligodendrocyte,549,170.0,174,10_60296002_60299097,5903,Psap,0.9770114942528736
854470,2077,Brain_Non-Myeloid_oligodendrocyte,549,48.0,62,10_60296002_60299097,5903,Psap,0.7741935483870968
854471,2078,Brain_Non-Myeloid_oligodendrocyte,549,133.0,150,10_60296002_60299097,5903,Psap,0.8866666666666667
854472,2079,Brain_Non-Myeloid_oligodendrocyte,549,8.0,9,10_60296002_60299097,5903,Psap,0.8888888888888888
854473,2080,Brain_Non-Myeloid_oligodendrocyte,549,403.0,691,10_60296002_60299097,5903,Psap,0.5832127351664255
854474,2081,Brain_Non-Myeloid_oligodendrocyte,549,231.0,284,10_60296002_60299097,5903,Psap,0.8133802816901409
854475,2082,Brain_Non-Myeloid_oligodendrocyte,549,120.0,157,10_60296002_60299097,5903,Psap,0.7643312101910829
854476,2083,Brain_Non-Myeloid_oligodendrocyte,549,36.0,54,10_60296002_60299097,5903,Psap,0.6666666666666666
854477,2084,Brain_Non-Myeloid_oligodendrocyte,549,43.0,52,10_60296002_60299097,5903,Psap,0.8269230769230769
854478,2085,Brain_Non-Myeloid_oligodendrocyte,549,5.0,5,10_60296002_60299097,5903,Psap,1.0
854479,2086,Brain_Non-Myeloid_oligodendrocyte,549,70.0,98,10_60296002_60299097,5903,Psap,0.7142857142857143
854480,2087,Brain_Non-Myeloid_oligodendrocyte,549,128.0,130,10_60296002_60299097,5903,Psap,0.9846153846153847
854481,2088,Brain_Non-Myeloid_oligodendrocyte,549,123.0,123,10_60296002_60299097,5903,Psap,1.0
854482,2089,Brain_Non-Myeloid_oligodendrocyte,549,299.0,392,10_60296002_60299097,5903,Psap,0.7627551020408163
854483,2090,Brain_Non-Myeloid_oligodendrocyte,549,37.0,48,10_60296002_60299097,5903,Psap,0.7708333333333334
854484,2091,Brain_Non-Myeloid_oligodendrocyte,549,35.0,35,10_60296002_60299097,5903,Psap,1.0
854485,2092,Brain_Non-Myeloid_oligodendrocyte,549,166.0,195,10_60296002_60299097,5903,Psap,0.8512820512820513
854486,2094,Brain_Non-Myeloid_oligodendrocyte,549,129.0,166,10_60296002_60299097,5903,Psap,0.7771084337349398
854487,2095,Brain_Non-Myeloid_oligodendrocyte,549,806.0,997,10_60296002_60299097,5903,Psap,0.8084252758274825
854488,2096,Brain_Non-Myeloid_oligodendrocyte,549,255.0,259,10_60296002_60299097,5903,Psap,0.9845559845559846
854489,2097,Brain_Non-Myeloid_oligodendrocyte,549,1.0,1,10_60296002_60299097,5903,Psap,1.0
854490,2098,Brain_Non-Myeloid_oligodendrocyte,549,41.0,75,10_60296002_60299097,5903,Psap,0.5466666666666666
854491,2099,Brain_Non-Myeloid_oligodendrocyte,549,141.0,204,10_60296002_60299097,5903,Psap,0.6911764705882353
854492,2100,Brain_Non-Myeloid_oligodendrocyte,549,128.0,305,10_60296002_60299097,5903,Psap,0.419672131147541
854493,2101,Brain_Non-Myeloid_oligodendrocyte,549,123.0,135,10_60296002_60299097,5903,Psap,0.9111111111111111
854494,2102,Brain_Non-Myeloid_oligodendrocyte,549,244.0,269,10_60296002_60299097,5903,Psap,0.9070631970260223
854495,2103,Brain_Non-Myeloid_oligodendrocyte,549,91.0,209,10_60296002_60299097,5903,Psap,0.4354066985645933
854496,2104,Brain_Non-Myeloid_oligodendrocyte,549,81.0,104,10_60296002_60299097,5903,Psap,0.7788461538461539
854497,2105,Brain_Non-Myeloid_oligodendrocyte,549,229.0,235,10_60296002_60299097,5903,Psap,0.9744680851063829
854498,2106,Brain_Non-Myeloid_oligodendrocyte,549,100.0,115,10_60296002_60299097,5903,Psap,0.8695652173913043
854499,2107,Brain_Non-Myeloid_oligodendrocyte,549,308.0,311,10_60296002_60299097,5903,Psap,0.9903536977491961
854500,2108,Brain_Non-Myeloid_oligodendrocyte,549,94.0,105,10_60296002_60299097,5903,Psap,0.8952380952380953
854501,2109,Brain_Non-Myeloid_oligodendrocyte,549,11.0,11,10_60296002_60299097,5903,Psap,1.0
854502,2110,Brain_Non-Myeloid_oligodendrocyte,549,1405.0,1858,10_60296002_60299097,5903,Psap,0.7561894510226049
854503,2111,Brain_Non-Myeloid_oligodendrocyte,549,161.0,194,10_60296002_60299097,5903,Psap,0.8298969072164949
854504,2112,Brain_Non-Myeloid_oligodendrocyte,549,60.0,60,10_60296002_60299097,5903,Psap,1.0
854505,2113,Brain_Non-Myeloid_oligodendrocyte,549,1.0,28,10_60296002_60299097,5903,Psap,0.03571428571428571
854506,2114,Brain_Non-Myeloid_oligodendrocyte,549,71.0,129,10_60296002_60299097,5903,Psap,0.5503875968992248
854507,2115,Brain_Non-Myeloid_oligodendrocyte,549,1145.0,1502,10_60296002_60299097,5903,Psap,0.7623169107856191
854508,2116,Brain_Non-Myeloid_oligodendrocyte,549,161.0,280,10_60296002_60299097,5903,Psap,0.575
854509,2117,Brain_Non-Myeloid_oligodendrocyte,549,352.0,404,10_60296002_60299097,5903,Psap,0.8712871287128713
854510,2118,Brain_Non-Myeloid_oligodendrocyte,549,102.0,203,10_60296002_60299097,5903,Psap,0.5024630541871922
854511,2119,Brain_Non-Myeloid_oligodendrocyte,549,99.0,136,10_60296002_60299097,5903,Psap,0.7279411764705882
854512,2120,Brain_Non-Myeloid_oligodendrocyte,549,266.0,641,10_60296002_60299097,5903,Psap,0.41497659906396256
854513,2121,Brain_Non-Myeloid_oligodendrocyte,549,228.0,274,10_60296002_60299097,5903,Psap,0.8321167883211679
854514,2122,Brain_Non-Myeloid_oligodendrocyte,549,101.0,115,10_60296002_60299097,5903,Psap,0.8782608695652174
854515,2123,Brain_Non-Myeloid_oligodendrocyte,549,5.0,5,10_60296002_60299097,5903,Psap,1.0
854516,2124,Brain_Non-Myeloid_oligodendrocyte,549,17.0,21,10_60296002_60299097,5903,Psap,0.8095238095238095
854517,2125,Brain_Non-Myeloid_oligodendrocyte,549,60.0,87,10_60296002_60299097,5903,Psap,0.6896551724137931
854518,2126,Brain_Non-Myeloid_oligodendrocyte,549,320.0,321,10_60296002_60299097,5903,Psap,0.9968847352024922
854519,2127,Brain_Non-Myeloid_oligodendrocyte,549,48.0,57,10_60296002_60299097,5903,Psap,0.8421052631578947
854520,2128,Brain_Non-Myeloid_oligodendrocyte,549,12.0,13,10_60296002_60299097,5903,Psap,0.9230769230769231
854521,2129,Brain_Non-Myeloid_oligodendrocyte,549,680.0,914,10_60296002_60299097,5903,Psap,0.7439824945295405
854522,2130,Brain_Non-Myeloid_oligodendrocyte,549,63.0,64,10_60296002_60299097,5903,Psap,0.984375
854523,2132,Brain_Non-Myeloid_oligodendrocyte,549,248.0,400,10_60296002_60299097,5903,Psap,0.62
854524,2133,Brain_Non-Myeloid_oligodendrocyte,549,44.0,44,10_60296002_60299097,5903,Psap,1.0
854525,2134,Brain_Non-Myeloid_oligodendrocyte,549,60.0,76,10_60296002_60299097,5903,Psap,0.7894736842105263
854526,2135,Brain_Non-Myeloid_oligodendrocyte,549,793.0,891,10_60296002_60299097,5903,Psap,0.8900112233445566
854527,2136,Brain_Non-Myeloid_oligodendrocyte,549,81.0,110,10_60296002_60299097,5903,Psap,0.7363636363636363
854528,2137,Brain_Non-Myeloid_oligodendrocyte,549,99.0,111,10_60296002_60299097,5903,Psap,0.8918918918918919
854529,2138,Brain_Non-Myeloid_oligodendrocyte,549,177.0,178,10_60296002_60299097,5903,Psap,0.9943820224719101
854530,2140,Brain_Non-Myeloid_oligodendrocyte,549,260.0,288,10_60296002_60299097,5903,Psap,0.9027777777777778
854531,2141,Brain_Non-Myeloid_oligodendrocyte,549,203.0,364,10_60296002_60299097,5903,Psap,0.5576923076923077
854532,2142,Brain_Non-Myeloid_oligodendrocyte,549,57.0,104,10_60296002_60299097,5903,Psap,0.5480769230769231
854533,2143,Brain_Non-Myeloid_oligodendrocyte,549,236.0,371,10_60296002_60299097,5903,Psap,0.6361185983827493
854534,2144,Brain_Non-Myeloid_oligodendrocyte,549,102.0,232,10_60296002_60299097,5903,Psap,0.4396551724137931
854535,2146,Brain_Non-Myeloid_oligodendrocyte,549,9.0,10,10_60296002_60299097,5903,Psap,0.9
854536,2147,Brain_Non-Myeloid_oligodendrocyte,549,209.0,266,10_60296002_60299097,5903,Psap,0.7857142857142857
854537,2148,Brain_Non-Myeloid_oligodendrocyte,549,150.0,193,10_60296002_60299097,5903,Psap,0.7772020725388601
854538,2149,Brain_Non-Myeloid_oligodendrocyte,549,220.0,227,10_60296002_60299097,5903,Psap,0.9691629955947136
854539,2150,Brain_Non-Myeloid_oligodendrocyte,549,48.0,48,10_60296002_60299097,5903,Psap,1.0
854540,2151,Brain_Non-Myeloid_oligodendrocyte,549,73.0,76,10_60296002_60299097,5903,Psap,0.9605263157894737
854541,2152,Brain_Non-Myeloid_oligodendrocyte,549,51.0,55,10_60296002_60299097,5903,Psap,0.9272727272727272
854542,2153,Brain_Non-Myeloid_oligodendrocyte,549,100.0,103,10_60296002_60299097,5903,Psap,0.970873786407767
854543,2154,Brain_Non-Myeloid_oligodendrocyte,549,114.0,166,10_60296002_60299097,5903,Psap,0.6867469879518072
854544,2155,Brain_Non-Myeloid_oligodendrocyte,549,105.0,114,10_60296002_60299097,5903,Psap,0.9210526315789473
854545,2156,Brain_Non-Myeloid_oligodendrocyte,549,205.0,207,10_60296002_60299097,5903,Psap,0.9903381642512077
854546,2157,Brain_Non-Myeloid_oligodendrocyte,549,88.0,109,10_60296002_60299097,5903,Psap,0.8073394495412844
854547,2158,Brain_Non-Myeloid_oligodendrocyte,549,6.0,172,10_60296002_60299097,5903,Psap,0.03488372093023256
854548,2159,Brain_Non-Myeloid_oligodendrocyte,549,169.0,172,10_60296002_60299097,5903,Psap,0.9825581395348837
854549,2160,Brain_Non-Myeloid_oligodendrocyte,549,132.0,135,10_60296002_60299097,5903,Psap,0.9777777777777777
854550,2161,Brain_Non-Myeloid_oligodendrocyte,549,425.0,909,10_60296002_60299097,5903,Psap,0.4675467546754675
854551,2162,Brain_Non-Myeloid_oligodendrocyte,549,180.0,181,10_60296002_60299097,5903,Psap,0.994475138121547
854552,2163,Brain_Non-Myeloid_oligodendrocyte,549,319.0,331,10_60296002_60299097,5903,Psap,0.9637462235649547
854553,2165,Brain_Non-Myeloid_oligodendrocyte,549,23.0,39,10_60296002_60299097,5903,Psap,0.5897435897435898
854554,2166,Brain_Non-Myeloid_oligodendrocyte,549,43.0,43,10_60296002_60299097,5903,Psap,1.0
854555,2167,Brain_Non-Myeloid_oligodendrocyte,549,22.0,27,10_60296002_60299097,5903,Psap,0.8148148148148148
854556,2168,Brain_Non-Myeloid_oligodendrocyte,549,345.0,743,10_60296002_60299097,5903,Psap,0.46433378196500674
854557,2170,Brain_Non-Myeloid_oligodendrocyte,549,207.0,257,10_60296002_60299097,5903,Psap,0.8054474708171206
854558,2171,Brain_Non-Myeloid_oligodendrocyte,549,99.0,145,10_60296002_60299097,5903,Psap,0.6827586206896552
854559,2172,Brain_Non-Myeloid_oligodendrocyte,549,258.0,296,10_60296002_60299097,5903,Psap,0.8716216216216216
854560,2173,Brain_Non-Myeloid_oligodendrocyte,549,91.0,120,10_60296002_60299097,5903,Psap,0.7583333333333333
854561,2174,Brain_Non-Myeloid_oligodendrocyte,549,13.0,22,10_60296002_60299097,5903,Psap,0.5909090909090909
854562,2175,Brain_Non-Myeloid_oligodendrocyte,549,23.0,23,10_60296002_60299097,5903,Psap,1.0
854563,2176,Brain_Non-Myeloid_oligodendrocyte,549,42.0,75,10_60296002_60299097,5903,Psap,0.56
854564,2177,Brain_Non-Myeloid_oligodendrocyte,549,311.0,381,10_60296002_60299097,5903,Psap,0.8162729658792651
854565,2178,Brain_Non-Myeloid_oligodendrocyte,549,228.0,251,10_60296002_60299097,5903,Psap,0.9083665338645418
854566,2179,Brain_Non-Myeloid_oligodendrocyte,549,374.0,392,10_60296002_60299097,5903,Psap,0.9540816326530612
854567,2180,Brain_Non-Myeloid_oligodendrocyte,549,377.0,451,10_60296002_60299097,5903,Psap,0.835920177383592
854568,2181,Brain_Non-Myeloid_oligodendrocyte,549,46.0,48,10_60296002_60299097,5903,Psap,0.9583333333333334
854569,2182,Brain_Non-Myeloid_oligodendrocyte,549,175.0,229,10_60296002_60299097,5903,Psap,0.7641921397379913
854570,2183,Brain_Non-Myeloid_oligodendrocyte,549,13.0,19,10_60296002_60299097,5903,Psap,0.6842105263157895
854571,2184,Brain_Non-Myeloid_oligodendrocyte,549,64.0,68,10_60296002_60299097,5903,Psap,0.9411764705882353
854572,2185,Brain_Non-Myeloid_oligodendrocyte,549,10.0,12,10_60296002_60299097,5903,Psap,0.8333333333333334
854573,2186,Brain_Non-Myeloid_oligodendrocyte,549,50.0,58,10_60296002_60299097,5903,Psap,0.8620689655172413
854574,2187,Brain_Non-Myeloid_oligodendrocyte,549,1288.0,1324,10_60296002_60299097,5903,Psap,0.972809667673716
854575,2188,Brain_Non-Myeloid_oligodendrocyte,549,197.0,198,10_60296002_60299097,5903,Psap,0.9949494949494949
854576,2189,Brain_Non-Myeloid_oligodendrocyte,549,36.0,37,10_60296002_60299097,5903,Psap,0.972972972972973
854577,2190,Brain_Non-Myeloid_oligodendrocyte,549,83.0,135,10_60296002_60299097,5903,Psap,0.6148148148148148
854578,2191,Brain_Non-Myeloid_oligodendrocyte,549,31.0,31,10_60296002_60299097,5903,Psap,1.0
854579,2192,Brain_Non-Myeloid_oligodendrocyte,549,1646.0,1659,10_60296002_60299097,5903,Psap,0.9921639541892706
854580,2193,Brain_Non-Myeloid_oligodendrocyte,549,343.0,385,10_60296002_60299097,5903,Psap,0.8909090909090909
854581,2194,Brain_Non-Myeloid_oligodendrocyte,549,190.0,266,10_60296002_60299097,5903,Psap,0.7142857142857143
854582,2195,Brain_Non-Myeloid_oligodendrocyte,549,1.0,37,10_60296002_60299097,5903,Psap,0.02702702702702703
854583,2196,Brain_Non-Myeloid_oligodendrocyte,549,109.0,156,10_60296002_60299097,5903,Psap,0.6987179487179487
854584,2197,Brain_Non-Myeloid_oligodendrocyte,549,198.0,297,10_60296002_60299097,5903,Psap,0.6666666666666666
854585,2198,Brain_Non-Myeloid_oligodendrocyte,549,202.0,207,10_60296002_60299097,5903,Psap,0.9758454106280193
854586,2199,Brain_Non-Myeloid_oligodendrocyte,549,102.0,140,10_60296002_60299097,5903,Psap,0.7285714285714285
854587,2200,Brain_Non-Myeloid_oligodendrocyte,549,2.0,2,10_60296002_60299097,5903,Psap,1.0
854588,2201,Brain_Non-Myeloid_oligodendrocyte,549,293.0,348,10_60296002_60299097,5903,Psap,0.8419540229885057
854589,2202,Brain_Non-Myeloid_oligodendrocyte,549,156.0,168,10_60296002_60299097,5903,Psap,0.9285714285714286
854590,2203,Brain_Non-Myeloid_oligodendrocyte,549,357.0,396,10_60296002_60299097,5903,Psap,0.9015151515151515
854591,2204,Brain_Non-Myeloid_oligodendrocyte,549,1.0,1,10_60296002_60299097,5903,Psap,1.0
854592,2206,Brain_Non-Myeloid_oligodendrocyte,549,121.0,122,10_60296002_60299097,5903,Psap,0.9918032786885246
854593,2207,Brain_Non-Myeloid_oligodendrocyte,549,48.0,78,10_60296002_60299097,5903,Psap,0.6153846153846154
854594,2208,Brain_Non-Myeloid_oligodendrocyte,549,172.0,218,10_60296002_60299097,5903,Psap,0.7889908256880734
854595,2209,Brain_Non-Myeloid_oligodendrocyte,549,201.0,236,10_60296002_60299097,5903,Psap,0.8516949152542372
854596,2210,Brain_Non-Myeloid_oligodendrocyte,549,513.0,584,10_60296002_60299097,5903,Psap,0.8784246575342466
854597,2211,Brain_Non-Myeloid_oligodendrocyte,549,128.0,129,10_60296002_60299097,5903,Psap,0.9922480620155039
854598,2212,Brain_Non-Myeloid_oligodendrocyte,549,304.0,353,10_60296002_60299097,5903,Psap,0.8611898016997167
854599,2213,Brain_Non-Myeloid_oligodendrocyte,549,70.0,90,10_60296002_60299097,5903,Psap,0.7777777777777778
854600,2214,Brain_Non-Myeloid_oligodendrocyte,549,89.0,147,10_60296002_60299097,5903,Psap,0.6054421768707483
854601,2215,Brain_Non-Myeloid_oligodendrocyte,549,62.0,72,10_60296002_60299097,5903,Psap,0.8611111111111112
854602,2217,Brain_Non-Myeloid_oligodendrocyte,549,240.0,286,10_60296002_60299097,5903,Psap,0.8391608391608392
854603,2219,Brain_Non-Myeloid_oligodendrocyte,549,73.0,74,10_60296002_60299097,5903,Psap,0.9864864864864865
854604,2220,Brain_Non-Myeloid_oligodendrocyte,549,94.0,116,10_60296002_60299097,5903,Psap,0.8103448275862069
854605,2222,Brain_Non-Myeloid_oligodendrocyte,549,33.0,50,10_60296002_60299097,5903,Psap,0.66
854606,2224,Brain_Non-Myeloid_oligodendrocyte,549,33.0,50,10_60296002_60299097,5903,Psap,0.66
854607,2225,Brain_Non-Myeloid_oligodendrocyte,549,36.0,52,10_60296002_60299097,5903,Psap,0.6923076923076923
854608,2226,Brain_Non-Myeloid_oligodendrocyte,549,20.0,32,10_60296002_60299097,5903,Psap,0.625
854609,2228,Brain_Non-Myeloid_oligodendrocyte,549,151.0,171,10_60296002_60299097,5903,Psap,0.8830409356725146
854610,2229,Brain_Non-Myeloid_oligodendrocyte,549,73.0,94,10_60296002_60299097,5903,Psap,0.776595744680851
854611,2230,Brain_Non-Myeloid_oligodendrocyte,549,38.0,196,10_60296002_60299097,5903,Psap,0.19387755102040816
854612,2231,Brain_Non-Myeloid_oligodendrocyte,549,864.0,1056,10_60296002_60299097,5903,Psap,0.8181818181818182
854613,2232,Brain_Non-Myeloid_oligodendrocyte,549,177.0,214,10_60296002_60299097,5903,Psap,0.8271028037383178
854614,2233,Brain_Non-Myeloid_oligodendrocyte,549,156.0,189,10_60296002_60299097,5903,Psap,0.8253968253968254
854615,2234,Brain_Non-Myeloid_oligodendrocyte,549,41.0,41,10_60296002_60299097,5903,Psap,1.0
854616,2235,Brain_Non-Myeloid_oligodendrocyte,549,284.0,286,10_60296002_60299097,5903,Psap,0.993006993006993
854617,2236,Brain_Non-Myeloid_oligodendrocyte,549,116.0,128,10_60296002_60299097,5903,Psap,0.90625
854618,2237,Brain_Non-Myeloid_oligodendrocyte,549,38.0,83,10_60296002_60299097,5903,Psap,0.4578313253012048
854619,2238,Brain_Non-Myeloid_oligodendrocyte,549,18.0,22,10_60296002_60299097,5903,Psap,0.8181818181818182
854620,2239,Brain_Non-Myeloid_oligodendrocyte,549,41.0,41,10_60296002_60299097,5903,Psap,1.0
854621,2241,Brain_Non-Myeloid_oligodendrocyte,549,22.0,26,10_60296002_60299097,5903,Psap,0.8461538461538461
854622,2242,Brain_Non-Myeloid_oligodendrocyte,549,112.0,129,10_60296002_60299097,5903,Psap,0.8682170542635659
854623,2243,Brain_Non-Myeloid_oligodendrocyte,549,306.0,403,10_60296002_60299097,5903,Psap,0.7593052109181141
854624,2244,Brain_Non-Myeloid_oligodendrocyte,549,22.0,22,10_60296002_60299097,5903,Psap,1.0
854625,2246,Brain_Non-Myeloid_oligodendrocyte,549,260.0,384,10_60296002_60299097,5903,Psap,0.6770833333333334
854626,2247,Brain_Non-Myeloid_oligodendrocyte,549,178.0,236,10_60296002_60299097,5903,Psap,0.7542372881355932
854627,2248,Brain_Non-Myeloid_oligodendrocyte,549,20.0,80,10_60296002_60299097,5903,Psap,0.25
854628,2249,Brain_Non-Myeloid_oligodendrocyte,549,48.0,76,10_60296002_60299097,5903,Psap,0.631578947368421
854629,2250,Brain_Non-Myeloid_oligodendrocyte,549,950.0,970,10_60296002_60299097,5903,Psap,0.979381443298969
854630,2251,Brain_Non-Myeloid_oligodendrocyte,549,119.0,120,10_60296002_60299097,5903,Psap,0.9916666666666667
854631,2252,Brain_Non-Myeloid_oligodendrocyte,549,168.0,247,10_60296002_60299097,5903,Psap,0.680161943319838
854632,2253,Brain_Non-Myeloid_oligodendrocyte,549,167.0,169,10_60296002_60299097,5903,Psap,0.9881656804733728
854633,2255,Brain_Non-Myeloid_oligodendrocyte,549,532.0,559,10_60296002_60299097,5903,Psap,0.9516994633273703
854634,2256,Brain_Non-Myeloid_oligodendrocyte,549,83.0,110,10_60296002_60299097,5903,Psap,0.7545454545454545
854635,2257,Brain_Non-Myeloid_oligodendrocyte,549,215.0,220,10_60296002_60299097,5903,Psap,0.9772727272727273
854636,2259,Brain_Non-Myeloid_oligodendrocyte,549,60.0,60,10_60296002_60299097,5903,Psap,1.0
854637,2260,Brain_Non-Myeloid_oligodendrocyte,549,39.0,60,10_60296002_60299097,5903,Psap,0.65
854638,2261,Brain_Non-Myeloid_oligodendrocyte,549,644.0,1012,10_60296002_60299097,5903,Psap,0.6363636363636364
854639,2262,Brain_Non-Myeloid_oligodendrocyte,549,218.0,228,10_60296002_60299097,5903,Psap,0.956140350877193
854640,2263,Brain_Non-Myeloid_oligodendrocyte,549,7.0,7,10_60296002_60299097,5903,Psap,1.0
854641,2264,Brain_Non-Myeloid_oligodendrocyte,549,145.0,181,10_60296002_60299097,5903,Psap,0.8011049723756906
854642,2265,Brain_Non-Myeloid_oligodendrocyte,549,91.0,109,10_60296002_60299097,5903,Psap,0.8348623853211009
854643,2266,Brain_Non-Myeloid_oligodendrocyte,549,88.0,184,10_60296002_60299097,5903,Psap,0.4782608695652174
854644,2267,Brain_Non-Myeloid_oligodendrocyte,549,303.0,371,10_60296002_60299097,5903,Psap,0.816711590296496
854645,2268,Brain_Non-Myeloid_oligodendrocyte,549,130.0,167,10_60296002_60299097,5903,Psap,0.7784431137724551
854646,2269,Brain_Non-Myeloid_oligodendrocyte,549,51.0,54,10_60296002_60299097,5903,Psap,0.9444444444444444
854647,2270,Brain_Non-Myeloid_oligodendrocyte,549,84.0,130,10_60296002_60299097,5903,Psap,0.6461538461538462
854648,2271,Brain_Non-Myeloid_oligodendrocyte,549,147.0,225,10_60296002_60299097,5903,Psap,0.6533333333333333
854649,2272,Brain_Non-Myeloid_oligodendrocyte,549,97.0,125,10_60296002_60299097,5903,Psap,0.776
854650,2273,Brain_Non-Myeloid_oligodendrocyte,549,68.0,103,10_60296002_60299097,5903,Psap,0.6601941747572816
854651,2274,Brain_Non-Myeloid_oligodendrocyte,549,156.0,211,10_60296002_60299097,5903,Psap,0.7393364928909952
854652,2275,Brain_Non-Myeloid_oligodendrocyte,549,10.0,12,10_60296002_60299097,5903,Psap,0.8333333333333334
854653,2276,Brain_Non-Myeloid_oligodendrocyte,549,211.0,288,10_60296002_60299097,5903,Psap,0.7326388888888888
854654,2277,Brain_Non-Myeloid_oligodendrocyte,549,157.0,161,10_60296002_60299097,5903,Psap,0.9751552795031055
854655,2278,Brain_Non-Myeloid_oligodendrocyte,549,277.0,279,10_60296002_60299097,5903,Psap,0.992831541218638
854656,2279,Brain_Non-Myeloid_oligodendrocyte,549,248.0,278,10_60296002_60299097,5903,Psap,0.8920863309352518
854657,2280,Brain_Non-Myeloid_oligodendrocyte,549,66.0,103,10_60296002_60299097,5903,Psap,0.6407766990291263
854658,2281,Brain_Non-Myeloid_oligodendrocyte,549,285.0,404,10_60296002_60299097,5903,Psap,0.7054455445544554
854659,2282,Brain_Non-Myeloid_oligodendrocyte,549,80.0,94,10_60296002_60299097,5903,Psap,0.851063829787234
854660,2283,Brain_Non-Myeloid_oligodendrocyte,549,266.0,299,10_60296002_60299097,5903,Psap,0.8896321070234113
854661,2284,Brain_Non-Myeloid_oligodendrocyte,549,252.0,372,10_60296002_60299097,5903,Psap,0.6774193548387096
854662,2285,Brain_Non-Myeloid_oligodendrocyte,549,922.0,1147,10_60296002_60299097,5903,Psap,0.8038360941586749
854663,2286,Brain_Non-Myeloid_oligodendrocyte,549,229.0,256,10_60296002_60299097,5903,Psap,0.89453125
854664,2287,Brain_Non-Myeloid_oligodendrocyte,549,119.0,120,10_60296002_60299097,5903,Psap,0.9916666666666667
854665,2288,Brain_Non-Myeloid_oligodendrocyte,549,21.0,21,10_60296002_60299097,5903,Psap,1.0
854666,2289,Brain_Non-Myeloid_oligodendrocyte,549,119.0,187,10_60296002_60299097,5903,Psap,0.6363636363636364
854667,2290,Brain_Non-Myeloid_oligodendrocyte,549,56.0,73,10_60296002_60299097,5903,Psap,0.7671232876712328
854668,2291,Brain_Non-Myeloid_oligodendrocyte,549,138.0,149,10_60296002_60299097,5903,Psap,0.9261744966442953
854669,2293,Brain_Non-Myeloid_oligodendrocyte,549,118.0,221,10_60296002_60299097,5903,Psap,0.5339366515837104
854670,2294,Brain_Non-Myeloid_oligodendrocyte,549,113.0,181,10_60296002_60299097,5903,Psap,0.6243093922651933
854671,2295,Brain_Non-Myeloid_oligodendrocyte,549,8.0,10,10_60296002_60299097,5903,Psap,0.8
854672,2296,Brain_Non-Myeloid_oligodendrocyte,549,17.0,25,10_60296002_60299097,5903,Psap,0.68
